4099.78333333,0.75,1.5,6,"[0.0, 7786.1, 4513.25]"
4766.45,0.75,1.5,6,"[5298.2, 4500.57, 4500.58]"
5483.37666667,0.7565039827,1.4859381959,7,"[5294.05, 6856.7, 4299.38]"
4069.81666667,0.7565039827,1.4800242423,7,"[3649.55, 2649.76, 5910.14]"
5551.22666667,0.7565039827,1.4800242423,7,"[1619.69, 6760.77, 8273.22]"
5169.02666667,0.7565039827,1.4800242423,6,"[2903.62, 6905.06, 5698.4]"
4544.72333333,0.7422713604,1.4481889317,6,"[3650.48, 5251.68, 4732.01]"
5346.10333333,0.7422713604,1.4481889317,6,"[5272.64, 6709.96, 4055.71]"
5720.52333333,0.7422713604,1.4481889317,6,"[4012.75, 7116.38, 6032.44]"
2258.09933333,0.719652614923,1.42848345066,6.0,"[3651.15, 398.928, 2724.22]"
5168.87,0.713502791031,1.44941641055,6.0,"[2783.65, 5258.11, 7464.85]"
6314.31333333,0.723527925138,1.44941641055,7.0,"[5514.15, 6194.97, 7233.82]"
3889.58333333,0.723527925138,1.44941641055,7.0,"[1472.13, 7045.95, 3150.67]"
6101.09333333,0.723527925138,1.44941641055,7.0,"[3646.01, 8369.24, 6288.03]"
4722.02666667,0.703800021632,1.44941641055,7.0,"[4628.87, 4805.18, 4732.03]"
5925.27666667,0.703800021632,1.44941641055,7.0,"[4215.84, 7057.35, 6502.64]"
4981.93,0.712090378671,1.44941641055,7.0,"[4678.99, 2388.44, 7878.36]"
5476.10666667,0.712090378671,1.44941641055,7.0,"[4687.74, 3951.25, 7789.33]"
3683.17,0.712090378671,1.44941641055,7.0,"[1278.05, 5263.84, 4507.62]"
6147.67333333,0.696032078636,1.45571975966,8.0,"[3235.63, 7400.87, 7806.52]"
5960.26333333,0.711113659815,1.45571975966,8.0,"[4630.96, 6905.96, 6343.87]"
6139.21666667,0.696512524186,1.45571975966,8.0,"[4795.96, 7824.33, 5797.36]"
5713.51666667,0.647179181468,1.45955262563,7.0,"[4977.62, 5934.07, 6228.86]"
4778.37,0.647179181468,1.45955262563,6.0,"[1280.59, 7794.28, 5260.24]"
6584.08666667,0.637884736293,1.45955262563,6.0,"[4175.17, 8383.25, 7193.84]"
5975.51,0.637884736293,1.45955262563,5.0,"[4221.97, 5269.57, 8434.99]"
6318.15,0.637884736293,1.45955262563,5.0,"[5588.67, 6675.79, 6689.99]"
3473.94333333,0.637884736293,1.45955262563,5.0,"[1621.13, 2345.61, 6455.09]"
6742.37666667,0.637884736293,1.46717055136,5.0,"[4639.22, 7396.88, 8191.03]"
4120.23,0.637884736293,1.46717055136,5.0,"[0.0, 6308.66, 6052.03]"
6734.79666667,0.654367839625,1.46717055136,5.0,"[5304.46, 7343.88, 7556.05]"
5259.80333333,0.648397082457,1.46717055136,5.0,"[4686.15, 4950.78, 6142.48]"
4972.67666667,0.648397082457,1.46717055136,5.0,"[4688.37, 5928.38, 4301.28]"
5371.47333333,0.648397082457,1.46717055136,5.0,"[3863.69, 6120.12, 6130.61]"
4666.32666667,0.648397082457,1.53256020608,5.0,"[3070.86, 5107.39, 5820.73]"
3130.28,0.648397082457,1.53230518521,4.0,"[1280.52, 3192.05, 4918.27]"
6434.88,0.648397082457,1.53230518521,3.0,"[5303.52, 7841.44, 6159.68]"
3611.43,0.648397082457,1.53230518521,3.0,"[0.0, 5130.1, 5704.19]"
5512.91,0.648397082457,1.49957570916,3.0,"[4969.24, 5132.78, 6436.71]"
3692.21,0.648397082457,1.48374463921,3.0,"[3068.26, 5111.24, 2897.13]"
5873.77333333,0.646543243523,1.48374463921,2.0,"[4628.32, 6459.89, 6533.11]"
4814.56433333,0.612494389221,1.48374463921,2.0,"[6362.4, 7282.75, 798.543]"
3512.74,0.635966777076,1.51017484736,2.0,[3512.74]
12502.2333333,0.635966777076,1.51017484736,1.0,"[12955.3, 11469.1, 13082.3]"
12558.2666667,0.635966777076,1.53349102581,1.0,"[13677.2, 10640.9, 13356.7]"
9524.32,0.635966777076,1.53349102581,1.0,[9524.32]
11344.2,0.635966777076,1.53349102581,0.0,[11344.2]
